Order_id;Order_type;Sub_department;mean_time;Difficulty_level;Perform_peoples;Hull_number;Floor;Execution_date
11130;Office equipment;technical_department;10;5;3;10;6;2021-08-31
11131;Laying the network;technical_department;10;5;3;9;4;2021-10-14
11132;Antivirus;technical_department;10;3;2;5;4;2021-04-10
11133;Office equipment;Information Resources Department;10;2;3;7;1;2021-11-15
11134;Antivirus;technical_department;10;2;1;10;4;2021-05-06
11135;Installing software;technical_department;10;4;1;12;1;2021-06-07
11136;Office equipment;Information Resources Department;10;5;1;11;8;2021-11-20
11137;Internet;Telecommunications_department;10;1;2;3;4;2021-06-17
11138;PC hardware replacement;technical_department;10;2;3;9;6;2021-11-24
11139;PC hardware replacement;Telecommunications_department;10;3;1;2;1;2021-12-15
11140;Accounts;Telecommunications_department;10;5;1;3;7;2021-05-19
11141;Internet;Telecommunications_department;10;4;2;10;2;2021-12-02
11142;Laying the network;technical_department;10;3;3;6;2;2021-04-30
11143;Accounts;technical_department;10;5;1;2;5;2021-05-09
11144;Installing software;technical_department;10;5;1;6;9;2021-09-29
11145;PC hardware replacement;Telecommunications_department;10;1;3;3;2;2021-04-03
11146;Laying the network;Telecommunications_department;10;3;1;2;1;2021-08-19
11147;Office equipment;Information Resources Department;10;2;3;12;3;2021-08-16
11148;Mail;Information Resources Department;10;5;3;7;5;2021-12-26
11149;Antivirus;Information Resources Department;10;3;2;7;6;2021-06-19
11150;PC hardware replacement;technical_department;10;2;1;8;4;2021-10-23
11151;Office equipment;Telecommunications_department;10;4;2;9;4;2021-10-09
11152;Office equipment;technical_department;10;3;3;7;5;2021-02-07
11153;OS;technical_department;10;4;2;9;5;2021-07-20
11154;Office equipment;Information Resources Department;10;5;1;1;1;2021-11-11
11155;Installing software;technical_department;10;5;3;5;9;2021-10-17
11156;Office equipment;technical_department;10;2;1;5;9;2021-02-04
11157;Internet;Telecommunications_department;10;5;3;10;7;2021-07-05
11158;OS;Telecommunications_department;10;3;3;5;1;2021-10-16
11159;OS;technical_department;10;5;2;11;8;2021-09-10
11160;Installing software;Telecommunications_department;10;4;3;1;6;2021-12-16
11161;Role system;Information Resources Department;10;5;3;9;3;2021-05-06
11162;Role system;technical_department;10;5;3;7;5;2021-08-06
11163;PC hardware replacement;Telecommunications_department;10;4;2;3;1;2021-06-19
11164;Office equipment;Information Resources Department;10;1;1;8;7;2021-09-13
11165;Antivirus;Telecommunications_department;10;4;1;7;3;2021-01-21
11166;Mail;technical_department;10;2;1;7;3;2021-04-11
11167;Internet;Telecommunications_department;10;3;3;6;7;2021-02-11
11168;OS;technical_department;10;2;2;2;3;2021-04-26
11169;Mail;Telecommunications_department;10;3;2;3;6;2021-08-22
11170;Laying the network;technical_department;10;3;3;6;5;2021-10-29
11171;Mail;technical_department;10;2;3;8;7;2021-08-20
11172;Mail;Information Resources Department;10;3;2;6;1;2021-10-22
11173;Role system;Telecommunications_department;10;1;2;10;3;2021-02-06
11174;Accounts;Telecommunications_department;10;3;3;3;1;2021-04-04
11175;Internet;Telecommunications_department;10;4;3;8;2;2021-01-13
11176;Accounts;Information Resources Department;10;3;3;9;3;2021-03-05
11177;Office equipment;Telecommunications_department;10;3;3;3;4;2021-06-08
11178;Accounts;Information Resources Department;10;3;1;11;9;2021-07-24
11179;Installing software;technical_department;10;1;2;6;9;2021-04-22
11180;Role system;Telecommunications_department;10;2;1;10;9;2021-06-01
11181;Laying the network;Telecommunications_department;10;5;2;6;8;2021-08-23
11182;Laying the network;technical_department;10;2;1;5;3;2021-09-27
11183;Installing software;Information Resources Department;10;3;2;3;1;2021-06-14
11184;OS;Telecommunications_department;10;1;1;9;9;2021-07-14
11185;Office equipment;Information Resources Department;10;1;3;9;6;2021-09-23
11186;Role system;Information Resources Department;10;5;1;10;9;2021-10-17
11187;Internet;Information Resources Department;10;4;2;11;6;2021-06-23
11188;OS;Information Resources Department;10;4;3;8;3;2021-07-10
11189;Mail;technical_department;10;1;1;9;8;2021-09-09
11190;Internet;Telecommunications_department;10;3;3;2;9;2021-09-21
11191;Accounts;Information Resources Department;10;4;1;5;5;2021-05-16
11192;Accounts;technical_department;10;2;2;4;1;2021-05-23
11193;Accounts;Information Resources Department;10;1;3;9;4;2021-07-11
11194;PC hardware replacement;Telecommunications_department;10;5;3;3;4;2021-07-11
11195;Mail;Information Resources Department;10;3;1;9;7;2021-02-22
11196;OS;Telecommunications_department;10;4;2;11;2;2021-02-17
11197;Internet;Telecommunications_department;10;5;1;6;4;2021-03-27
11198;OS;technical_department;10;2;1;4;2;2021-03-16
11199;Office equipment;technical_department;10;2;3;12;4;2021-10-16
11200;PC hardware replacement;Information Resources Department;10;5;1;5;6;2021-09-30
11201;Accounts;technical_department;10;4;3;3;7;2021-10-26
11202;Installing software;Telecommunications_department;10;3;3;3;4;2021-10-04
11203;Laying the network;Telecommunications_department;10;1;2;2;4;2021-04-25
11204;Role system;Telecommunications_department;10;1;3;9;5;2021-03-29
11205;Accounts;technical_department;10;2;3;9;4;2021-04-12
11206;Office equipment;Telecommunications_department;10;3;3;12;9;2021-03-10
11207;OS;Information Resources Department;10;3;2;2;8;2021-09-17
11208;Accounts;Telecommunications_department;10;1;1;12;7;2021-08-09
11209;Laying the network;technical_department;10;4;1;3;5;2021-08-12
11210;Office equipment;Information Resources Department;10;3;1;8;8;2021-06-28
11211;Internet;Telecommunications_department;10;5;1;12;6;2021-12-25
11212;Role system;technical_department;10;5;3;1;4;2021-11-05
11213;Role system;Telecommunications_department;10;1;3;6;9;2021-10-28
11214;Accounts;Telecommunications_department;10;2;3;2;2;2021-09-01
11215;Internet;technical_department;10;2;1;9;7;2021-02-18
11216;PC hardware replacement;technical_department;10;4;3;12;3;2021-12-17
11217;Laying the network;Information Resources Department;10;2;3;9;8;2021-11-28
11218;OS;Information Resources Department;10;1;1;7;8;2021-09-21
11219;Office equipment;technical_department;10;3;2;5;3;2021-02-26
11220;PC hardware replacement;Telecommunications_department;10;2;1;10;7;2021-12-14
11221;Installing software;technical_department;10;3;2;9;9;2021-11-13
11222;Installing software;Telecommunications_department;10;4;3;10;9;2021-08-26
11223;Internet;technical_department;10;3;3;11;2;2021-01-20
11224;Mail;Information Resources Department;10;5;3;7;4;2021-10-26
11225;PC hardware replacement;Information Resources Department;10;3;1;9;6;2021-09-14
11226;Laying the network;Telecommunications_department;10;1;2;12;3;2021-06-16
11227;Laying the network;technical_department;10;2;1;3;4;2021-10-28
11228;PC hardware replacement;technical_department;10;2;1;2;5;2021-07-24
11229;Mail;Telecommunications_department;10;2;2;6;5;2021-05-31
11230;Internet;Telecommunications_department;10;2;3;1;2;2021-02-19
11231;Installing software;Telecommunications_department;10;1;2;6;1;2021-06-22
11232;Installing software;Telecommunications_department;10;3;2;8;1;2021-03-06
11233;PC hardware replacement;technical_department;10;1;1;3;8;2021-12-30
11234;Antivirus;Telecommunications_department;10;3;2;12;3;2021-09-08
11235;PC hardware replacement;Information Resources Department;10;5;1;8;1;2021-12-29
11236;Internet;technical_department;10;4;2;12;9;2021-09-01
11237;PC hardware replacement;technical_department;10;4;3;9;6;2021-06-17
11238;Role system;Information Resources Department;10;4;3;9;8;2021-02-12
11239;Accounts;technical_department;10;2;2;8;4;2021-05-23
11240;Mail;Information Resources Department;10;4;2;3;2;2021-01-13
11241;Internet;technical_department;10;1;1;3;6;2021-10-17
11242;Role system;technical_department;10;3;1;5;7;2021-06-03
11243;Office equipment;Information Resources Department;10;4;3;6;2;2021-08-31
11244;Internet;Information Resources Department;10;3;1;4;7;2021-04-11
11245;Mail;Telecommunications_department;10;3;1;6;1;2021-01-02
11246;Office equipment;Telecommunications_department;10;2;3;11;1;2021-08-07
11247;Office equipment;Telecommunications_department;10;1;3;3;4;2021-10-23
11248;Installing software;Information Resources Department;10;2;1;3;7;2021-05-23
11249;Role system;Telecommunications_department;10;4;1;9;9;2021-02-02
11250;Internet;technical_department;10;1;1;4;7;2021-08-26
11251;Installing software;Telecommunications_department;10;2;1;11;8;2021-10-31
11252;PC hardware replacement;technical_department;10;5;2;1;1;2021-05-20
11253;PC hardware replacement;technical_department;10;4;2;9;2;2021-01-18
11254;Antivirus;Information Resources Department;10;4;3;7;8;2021-07-31
11255;OS;Telecommunications_department;10;2;3;5;7;2021-09-24
11256;Role system;technical_department;10;2;2;10;8;2021-04-01
11257;OS;Telecommunications_department;10;4;2;9;7;2021-11-18
11258;Accounts;Telecommunications_department;10;1;2;9;2;2021-05-21
11259;PC hardware replacement;Telecommunications_department;10;1;3;9;1;2021-07-03
11260;Installing software;Information Resources Department;10;4;2;5;9;2021-12-27
11261;Accounts;technical_department;10;4;2;6;7;2021-08-05
11262;Installing software;Telecommunications_department;10;3;3;10;1;2021-01-24
11263;Internet;Information Resources Department;10;5;1;12;7;2021-02-25
11264;Installing software;technical_department;10;1;3;11;4;2021-08-10
11265;Office equipment;technical_department;10;2;1;3;1;2021-03-07
11266;Mail;Telecommunications_department;10;4;2;8;2;2021-08-14
11267;Mail;technical_department;10;4;3;2;7;2021-09-03
11268;Laying the network;Information Resources Department;10;1;3;3;3;2021-02-05
11269;OS;technical_department;10;5;1;9;7;2021-08-21
11270;PC hardware replacement;Information Resources Department;10;4;3;6;7;2021-01-18
11271;Internet;Telecommunications_department;10;1;1;2;1;2021-01-27
11272;Role system;Telecommunications_department;10;1;1;5;5;2021-06-19
11273;Mail;technical_department;10;3;2;2;8;2021-12-21
11274;PC hardware replacement;technical_department;10;4;1;2;6;2021-05-08
11275;Installing software;technical_department;10;3;2;12;8;2021-05-06
11276;Laying the network;Telecommunications_department;10;1;3;7;2;2021-09-14
11277;Installing software;technical_department;10;4;1;6;3;2021-03-09
11278;Mail;Telecommunications_department;10;3;3;8;9;2021-07-12
11279;Installing software;Information Resources Department;10;5;2;9;1;2021-06-29
11280;Accounts;Telecommunications_department;10;5;3;6;2;2021-10-27
11281;Mail;Telecommunications_department;10;5;1;8;1;2021-04-08
11282;Installing software;technical_department;10;1;1;1;6;2021-08-01
11283;Internet;Information Resources Department;10;1;3;5;5;2021-07-07
11284;Installing software;Information Resources Department;10;3;1;4;5;2021-10-24
11285;Office equipment;Information Resources Department;10;1;3;9;3;2021-03-25
11286;Accounts;Information Resources Department;10;4;2;4;7;2021-07-06
11287;Accounts;Information Resources Department;10;1;2;11;4;2021-05-31
11288;Internet;Information Resources Department;10;5;3;1;3;2021-09-05
11289;Antivirus;Telecommunications_department;10;1;2;8;8;2021-01-24
11290;Office equipment;Information Resources Department;10;1;2;6;2;2021-04-25
11291;Mail;Information Resources Department;10;1;2;3;7;2021-03-09
11292;Accounts;Telecommunications_department;10;2;3;8;4;2021-06-03
11293;PC hardware replacement;technical_department;10;5;3;6;8;2021-10-09
11294;Laying the network;Information Resources Department;10;3;3;6;9;2021-12-28
11295;Office equipment;technical_department;10;4;3;6;3;2021-10-30
11296;Accounts;Information Resources Department;10;3;2;2;8;2021-01-14
11297;Antivirus;Information Resources Department;10;4;2;2;2;2021-05-11
11298;OS;Information Resources Department;10;4;2;5;1;2021-07-19
11299;Antivirus;Telecommunications_department;10;3;2;7;4;2021-05-10
11300;Antivirus;Telecommunications_department;10;4;1;6;7;2021-07-12
11301;Antivirus;Information Resources Department;10;2;2;9;8;2021-10-26
11302;Internet;Information Resources Department;10;4;2;3;6;2021-12-22
11303;OS;technical_department;10;5;3;7;7;2021-10-01
11304;Internet;technical_department;10;4;2;8;9;2021-11-22
11305;Installing software;Information Resources Department;10;4;3;2;9;2021-02-25
11306;Internet;technical_department;10;4;1;11;6;2021-04-13
11307;Internet;Telecommunications_department;10;3;1;6;5;2021-01-09
11308;Antivirus;technical_department;10;4;1;9;5;2021-02-19
11309;OS;technical_department;10;1;2;6;4;2021-05-13
11310;OS;Information Resources Department;10;3;3;5;8;2021-06-17
11311;Internet;Telecommunications_department;10;4;1;3;6;2021-03-04
11312;Mail;technical_department;10;2;1;9;5;2021-04-02
11313;Installing software;Telecommunications_department;10;2;2;8;3;2021-06-13
11314;Antivirus;Telecommunications_department;10;1;1;10;5;2021-07-06
11315;Office equipment;technical_department;10;5;2;10;2;2021-03-12
11316;Accounts;technical_department;10;5;2;7;8;2021-03-30
11317;Laying the network;Information Resources Department;10;2;1;9;4;2021-05-29
11318;Office equipment;technical_department;10;4;2;1;6;2021-06-10
11319;Internet;technical_department;10;5;1;4;1;2021-02-03
11320;Internet;Telecommunications_department;10;3;1;4;6;2021-02-09
11321;Laying the network;Telecommunications_department;10;2;3;8;1;2021-03-30
11322;Mail;Information Resources Department;10;2;2;3;1;2021-03-31
11323;Antivirus;technical_department;10;5;1;9;3;2021-11-11
11324;Accounts;Information Resources Department;10;5;2;11;7;2021-11-06
11325;Office equipment;technical_department;10;2;1;6;9;2021-12-14
11326;Accounts;Information Resources Department;10;3;3;3;8;2021-12-03
11327;Installing software;Telecommunications_department;10;3;2;12;9;2021-07-06
11328;Mail;Telecommunications_department;10;1;3;5;3;2021-06-19
11329;Internet;Information Resources Department;10;5;2;2;3;2021-07-16
11330;Internet;Information Resources Department;10;4;2;2;9;2021-06-23
11331;PC hardware replacement;Information Resources Department;10;2;1;1;9;2021-01-13
11332;Office equipment;technical_department;10;2;3;9;1;2021-12-15
11333;Laying the network;Information Resources Department;10;3;2;9;1;2021-12-30
11334;Installing software;technical_department;10;4;2;12;5;2021-11-26
11335;Accounts;Telecommunications_department;10;4;2;1;4;2021-06-07
11336;Laying the network;Information Resources Department;10;2;1;11;3;2021-04-28
11337;PC hardware replacement;Information Resources Department;10;1;3;2;1;2021-05-02
11338;Installing software;Telecommunications_department;10;4;1;7;5;2021-03-18
11339;Office equipment;technical_department;10;2;1;12;2;2021-09-14
11340;Office equipment;Information Resources Department;10;1;2;12;9;2021-07-25
11341;Office equipment;technical_department;10;2;2;6;5;2021-07-17
11342;Internet;Information Resources Department;10;3;3;2;7;2021-05-22
11343;Office equipment;Information Resources Department;10;3;3;9;3;2021-11-06
11344;Role system;Information Resources Department;10;5;2;12;9;2021-09-06
11345;OS;technical_department;10;3;3;8;4;2021-08-17
11346;Mail;Telecommunications_department;10;2;1;7;4;2021-06-11
11347;Accounts;Telecommunications_department;10;4;1;4;8;2021-11-15
11348;Mail;Information Resources Department;10;3;3;10;3;2021-09-02
11349;Internet;Information Resources Department;10;4;1;9;6;2021-08-03
11350;Role system;technical_department;10;5;2;10;5;2021-05-16
11351;OS;Telecommunications_department;10;4;3;10;7;2021-10-08
11352;Laying the network;technical_department;10;1;3;7;1;2021-07-16
11353;Role system;technical_department;10;4;1;8;2;2021-06-04
11354;OS;technical_department;10;2;2;12;9;2021-03-05
11355;PC hardware replacement;Information Resources Department;10;4;3;3;9;2021-07-18
11356;Mail;Telecommunications_department;10;3;3;2;2;2021-04-12
11357;Antivirus;Information Resources Department;10;3;1;6;2;2021-02-18
11358;Office equipment;Information Resources Department;10;3;3;12;7;2021-11-07
11359;Internet;Information Resources Department;10;2;1;6;6;2021-03-11
11360;Role system;technical_department;10;4;2;7;6;2021-11-23
11361;Mail;Information Resources Department;10;2;3;2;5;2021-09-19
11362;Installing software;technical_department;10;4;2;11;8;2021-05-29
11363;Mail;technical_department;10;1;1;7;6;2021-09-17
11364;Office equipment;Information Resources Department;10;5;1;12;5;2021-05-22
11365;Role system;Telecommunications_department;10;5;3;9;2;2021-03-06
11366;Antivirus;technical_department;10;5;2;9;4;2021-11-01
11367;Laying the network;Information Resources Department;10;3;1;7;1;2021-02-10
11368;Antivirus;Telecommunications_department;10;5;2;2;7;2021-10-02
11369;Office equipment;Information Resources Department;10;2;1;2;3;2021-07-06
11370;Antivirus;Telecommunications_department;10;4;3;4;4;2021-02-20
11371;Accounts;Telecommunications_department;10;1;3;6;8;2021-05-20
11372;OS;Telecommunications_department;10;4;1;3;4;2021-12-29
11373;Laying the network;Information Resources Department;10;4;3;6;7;2021-09-21
11374;Installing software;technical_department;10;4;3;11;6;2021-04-26
11375;Installing software;technical_department;10;2;2;3;9;2021-07-13
11376;Role system;Telecommunications_department;10;3;1;3;3;2021-02-10
11377;Office equipment;technical_department;10;5;3;8;5;2021-10-22
11378;OS;Telecommunications_department;10;2;3;4;3;2021-05-16
11379;Internet;technical_department;10;3;3;10;5;2021-07-21
11380;Role system;Telecommunications_department;10;1;2;1;7;2021-02-07
11381;Mail;Telecommunications_department;10;5;2;9;7;2021-10-07
11382;PC hardware replacement;technical_department;10;5;2;7;4;2021-04-20
11383;Accounts;Information Resources Department;10;3;2;4;4;2021-06-14
11384;Antivirus;Information Resources Department;10;4;1;10;4;2021-12-19
11385;Accounts;technical_department;10;5;1;8;3;2021-08-08
11386;Internet;technical_department;10;2;2;9;8;2021-02-08
11387;Mail;technical_department;10;3;2;9;6;2021-03-23
11388;Role system;technical_department;10;5;1;5;5;2021-09-16
11389;Internet;Information Resources Department;10;5;2;6;3;2021-04-24
11390;Role system;technical_department;10;4;3;9;6;2021-10-13
11391;Office equipment;Telecommunications_department;10;2;3;12;3;2021-11-14
11392;Internet;Information Resources Department;10;2;3;10;1;2021-04-29
11393;Accounts;Telecommunications_department;10;3;1;2;6;2021-11-23
11394;Antivirus;technical_department;10;5;2;8;8;2021-05-03
11395;Antivirus;Information Resources Department;10;5;3;1;3;2021-05-24
11396;OS;Telecommunications_department;10;2;3;2;8;2021-10-25
11397;Accounts;Telecommunications_department;10;1;1;9;3;2021-05-11
11398;Mail;Telecommunications_department;10;5;2;5;3;2021-10-06
11399;OS;technical_department;10;3;3;1;7;2021-10-15
11400;Office equipment;technical_department;10;2;3;5;2;2021-03-08
11401;Laying the network;Telecommunications_department;10;4;2;2;4;2021-09-10
11402;Mail;Information Resources Department;10;5;3;1;3;2021-01-26
11403;Internet;Information Resources Department;10;5;2;12;5;2021-01-24
11404;PC hardware replacement;technical_department;10;2;2;6;7;2021-06-04
11405;Role system;Information Resources Department;10;5;1;6;8;2021-11-25
11406;Antivirus;technical_department;10;4;3;8;6;2021-04-01
11407;Internet;Telecommunications_department;10;1;1;9;6;2021-03-18
11408;Internet;technical_department;10;1;2;6;7;2021-07-16
11409;Laying the network;technical_department;10;2;1;8;7;2021-12-26
11410;Internet;Information Resources Department;10;2;3;1;3;2021-04-20
11411;Office equipment;Telecommunications_department;10;2;2;4;2;2021-03-26
11412;Internet;technical_department;10;4;3;4;1;2021-07-13
11413;Installing software;Telecommunications_department;10;2;2;9;9;2021-12-11
11414;Laying the network;Telecommunications_department;10;5;2;4;3;2021-03-25
11415;Laying the network;Telecommunications_department;10;2;1;10;1;2021-02-17
11416;Office equipment;Telecommunications_department;10;1;2;1;8;2021-05-25
11417;Installing software;technical_department;10;2;2;8;5;2021-10-12
11418;Installing software;technical_department;10;2;2;6;7;2021-01-13
11419;Antivirus;Telecommunications_department;10;2;1;3;3;2021-11-25
11420;Internet;Information Resources Department;10;3;3;8;9;2021-02-20
11421;Role system;Information Resources Department;10;1;3;6;4;2021-06-29
11422;PC hardware replacement;technical_department;10;4;3;6;5;2021-09-17
11423;Installing software;Information Resources Department;10;1;3;6;9;2021-07-20
11424;Laying the network;Telecommunications_department;10;5;1;1;4;2021-10-03
11425;PC hardware replacement;Telecommunications_department;10;5;1;2;7;2021-01-29
11426;Accounts;technical_department;10;5;2;5;7;2021-04-08
11427;PC hardware replacement;technical_department;10;4;2;7;9;2021-01-27
11428;PC hardware replacement;technical_department;10;5;1;5;3;2021-03-31
11429;Installing software;Telecommunications_department;10;3;1;9;5;2021-07-15
11430;OS;Telecommunications_department;10;5;2;2;3;2021-09-11
11431;Accounts;Telecommunications_department;10;2;2;7;3;2021-06-21
11432;Office equipment;Information Resources Department;10;5;2;8;5;2021-08-12
11433;Internet;Telecommunications_department;10;5;2;2;5;2021-11-14
11434;OS;Information Resources Department;10;5;3;10;2;2021-12-30
11435;Office equipment;technical_department;10;4;1;6;1;2021-09-28
11436;PC hardware replacement;Information Resources Department;10;5;1;9;2;2021-11-07
11437;Mail;Telecommunications_department;10;2;1;6;1;2021-01-31
11438;Mail;technical_department;10;4;3;5;5;2021-03-06
11439;Office equipment;Information Resources Department;10;5;1;3;3;2021-11-21
11440;Laying the network;Information Resources Department;10;3;1;9;2;2021-12-20
11441;Role system;Information Resources Department;10;3;2;8;8;2021-03-02
11442;PC hardware replacement;Information Resources Department;10;3;3;9;2;2021-03-26
11443;Accounts;Information Resources Department;10;1;1;10;7;2021-11-29
11444;Laying the network;Information Resources Department;10;2;2;7;5;2021-12-17
11445;PC hardware replacement;Telecommunications_department;10;4;3;9;1;2021-02-16
11446;Accounts;Telecommunications_department;10;5;2;1;2;2021-02-28
11447;OS;Information Resources Department;10;1;3;4;6;2021-10-23
11448;OS;technical_department;10;4;1;3;2;2021-10-29
11449;OS;Information Resources Department;10;3;3;8;6;2021-12-17
11450;Antivirus;Telecommunications_department;10;3;2;3;6;2021-12-17
11451;PC hardware replacement;Information Resources Department;10;1;3;9;9;2021-08-01
11452;Laying the network;Telecommunications_department;10;1;1;11;3;2021-07-27
11453;Accounts;Telecommunications_department;10;3;3;6;6;2021-09-02
11454;Laying the network;Telecommunications_department;10;4;3;3;4;2021-08-23
11455;Internet;technical_department;10;5;2;12;6;2021-03-25
11456;Antivirus;technical_department;10;2;3;4;8;2021-03-09
11457;OS;Telecommunications_department;10;1;2;2;9;2021-04-04
11458;Office equipment;Telecommunications_department;10;5;2;2;6;2021-03-13
11459;Mail;Telecommunications_department;10;3;1;1;6;2021-10-02
11460;Installing software;Telecommunications_department;10;3;2;8;7;2021-09-04
11461;OS;technical_department;10;4;2;9;6;2021-09-19
11462;Internet;Telecommunications_department;10;1;2;11;2;2021-08-16
11463;Laying the network;Information Resources Department;10;1;1;1;9;2021-02-24
11464;OS;Telecommunications_department;10;3;3;11;9;2021-01-16
11465;Mail;Telecommunications_department;10;2;3;2;7;2021-01-20
11466;Internet;Information Resources Department;10;5;3;7;1;2021-12-05
11467;Accounts;Telecommunications_department;10;3;3;11;7;2021-06-03
11468;Installing software;technical_department;10;2;2;12;5;2021-04-14
11469;Installing software;Telecommunications_department;10;3;2;6;2;2021-04-06
11470;OS;Telecommunications_department;10;4;3;1;4;2021-02-09
11471;Installing software;technical_department;10;4;3;8;9;2021-07-27
11472;Antivirus;Telecommunications_department;10;1;2;12;5;2021-05-26
11473;Mail;Information Resources Department;10;5;2;8;9;2021-05-07
11474;Laying the network;technical_department;10;3;3;6;1;2021-02-28
11475;Internet;technical_department;10;5;1;4;4;2021-08-04
11476;Laying the network;Telecommunications_department;10;4;3;10;8;2021-05-23
11477;Office equipment;technical_department;10;5;1;9;2;2021-04-22
11478;Office equipment;Information Resources Department;10;1;2;10;1;2021-02-02
11479;Accounts;technical_department;10;5;3;10;3;2021-06-28
11480;PC hardware replacement;Information Resources Department;10;2;2;6;6;2021-04-04
11481;Antivirus;Information Resources Department;10;5;3;8;7;2021-02-21
11482;Mail;Telecommunications_department;10;3;2;12;5;2021-11-22
11483;Mail;technical_department;10;5;3;2;6;2021-04-06
11484;Antivirus;technical_department;10;4;3;1;7;2021-12-30
11485;PC hardware replacement;Telecommunications_department;10;4;1;6;7;2021-11-07
11486;Accounts;Telecommunications_department;10;5;2;12;3;2021-07-28
11487;Office equipment;Telecommunications_department;10;4;1;5;2;2021-11-28
11488;Antivirus;Telecommunications_department;10;5;1;7;2;2021-08-12
11489;Antivirus;technical_department;10;3;3;2;1;2021-06-09
11490;Role system;Telecommunications_department;10;1;2;11;5;2021-02-15
11491;Antivirus;Information Resources Department;10;2;3;7;3;2021-06-07
11492;Accounts;technical_department;10;1;1;11;1;2021-02-08
11493;Antivirus;technical_department;10;1;2;9;7;2021-11-23
11494;Installing software;Information Resources Department;10;1;2;8;1;2021-07-22
11495;OS;technical_department;10;5;1;7;6;2021-10-30
11496;PC hardware replacement;technical_department;10;1;1;2;3;2021-06-21
11497;Accounts;technical_department;10;3;1;2;8;2021-03-26
11498;Installing software;technical_department;10;1;3;4;9;2021-11-09
11499;Internet;Information Resources Department;10;2;2;5;4;2021-02-07
11500;Accounts;Information Resources Department;10;5;3;3;9;2021-09-17
11501;OS;Telecommunications_department;10;5;3;6;3;2021-06-10
11502;Role system;Telecommunications_department;10;5;2;10;3;2021-01-14
11503;Internet;Information Resources Department;10;3;2;2;5;2021-04-02
11504;Office equipment;Information Resources Department;10;4;3;3;9;2021-10-30
11505;Installing software;Information Resources Department;10;1;3;8;2;2021-07-11
11506;Accounts;technical_department;10;3;3;3;9;2021-02-03
11507;Office equipment;Telecommunications_department;10;4;3;10;1;2021-04-10
11508;Antivirus;technical_department;10;2;1;1;3;2021-10-26
11509;Antivirus;technical_department;10;2;1;9;4;2021-06-27
11510;Mail;Information Resources Department;10;1;2;7;9;2021-01-08
11511;Laying the network;Telecommunications_department;10;4;2;4;9;2021-03-03
11512;Installing software;Telecommunications_department;10;5;1;9;1;2021-09-08
11513;Laying the network;Information Resources Department;10;1;1;8;9;2021-04-28
11514;OS;Information Resources Department;10;3;1;8;4;2021-10-27
11515;Antivirus;Telecommunications_department;10;4;2;8;2;2021-12-10
11516;Office equipment;Information Resources Department;10;2;1;4;2;2021-06-05
11517;OS;Telecommunications_department;10;1;1;6;8;2021-01-12
11518;Antivirus;Telecommunications_department;10;5;2;9;2;2021-07-02
11519;Installing software;Information Resources Department;10;3;3;11;8;2021-08-03
11520;Office equipment;technical_department;10;3;2;10;6;2021-01-17
11521;Internet;technical_department;10;4;3;2;2;2021-08-13
11522;PC hardware replacement;Information Resources Department;10;1;1;8;4;2021-01-21
11523;PC hardware replacement;technical_department;10;1;2;1;8;2021-02-10
11524;Mail;Information Resources Department;10;4;2;2;5;2021-07-15
11525;Laying the network;technical_department;10;2;3;8;9;2021-01-28
11526;Laying the network;Information Resources Department;10;1;2;5;9;2021-06-26
11527;Accounts;Information Resources Department;10;4;3;1;3;2021-07-05
11528;Installing software;Information Resources Department;10;4;3;5;7;2021-11-25
11529;PC hardware replacement;technical_department;10;5;1;2;9;2021-05-30
11530;Laying the network;technical_department;10;1;3;1;8;2021-10-14
11531;Office equipment;technical_department;10;1;1;11;1;2021-10-12
11532;Mail;Telecommunications_department;10;3;2;6;3;2021-02-22
11533;Office equipment;technical_department;10;1;3;5;5;2021-08-15
11534;PC hardware replacement;Information Resources Department;10;5;2;7;2;2021-12-19
11535;Office equipment;technical_department;10;2;1;8;2;2021-12-05
11536;OS;Telecommunications_department;10;2;2;5;3;2021-04-05
11537;OS;Telecommunications_department;10;3;1;8;3;2021-09-15
11538;Office equipment;technical_department;10;3;3;12;8;2021-01-08
11539;Accounts;Information Resources Department;10;3;2;4;7;2021-12-13
11540;Office equipment;Information Resources Department;10;5;3;4;7;2021-04-02
11541;Internet;technical_department;10;3;2;8;5;2021-08-31
11542;OS;Information Resources Department;10;1;2;4;8;2021-12-12
11543;OS;Information Resources Department;10;3;1;10;6;2021-11-06
11544;Installing software;technical_department;10;2;2;12;4;2021-02-12
11545;Role system;Telecommunications_department;10;3;1;8;1;2021-07-02
11546;Role system;Information Resources Department;10;3;1;5;3;2021-10-02
11547;PC hardware replacement;technical_department;10;3;1;2;8;2021-08-15
11548;Office equipment;Telecommunications_department;10;4;2;7;5;2021-11-09
11549;Antivirus;technical_department;10;2;2;5;1;2021-03-18
11550;Mail;Information Resources Department;10;5;2;6;1;2021-06-07
11551;Internet;technical_department;10;2;2;5;5;2021-04-09
11552;OS;Information Resources Department;10;1;1;1;1;2021-06-22
11553;Role system;technical_department;10;1;1;2;4;2021-10-17
11554;Laying the network;Information Resources Department;10;1;1;5;3;2021-12-25
11555;Mail;Telecommunications_department;10;5;1;7;5;2021-10-16
11556;Role system;Telecommunications_department;10;1;3;5;8;2021-12-18
11557;Role system;Information Resources Department;10;4;1;8;1;2021-04-04
11558;Accounts;technical_department;10;1;1;2;8;2021-05-31
